class	id	name	speciesType	compartment	positionToCompartment	included	quantity type	initialQuantity	substanceUnits	hasOnlySubstanceUnits	b.c.	constants	MIRIAM[relation]	MIRIAM[datatype]	MIRIAM[id]
PHENOTYPE	s8379	Cell wall biosynthesis		c1	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8670	Ste50		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000537
PROTEIN	s6115	Nma111		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005067
COMPLEX	s8673	Sho1/Pbs2		c1	transmembrane	s8673(s8674 s8676)	Amount	0		FALSE	FALSE	FALSE			
RNA	s8677	YGP1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
SIMPLE_MOLECULE	s8678	Pi		c1	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8679	Msn2		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004640
PROTEIN	s8680	Msn4		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001545
PROTEIN	s8683	Msn2		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004640
PROTEIN	s8686	Msn4		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001545
PROTEIN	s8688	Ptp2		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005734
PROTEIN	s8689	Pnc1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003005
PHENOTYPE	s8658	Sterol transport		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8366	Cytoskeleton assembly		c1	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8657	Nutrient adaptation		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8912	Protein catabolism		c2	inside		Amount	0		FALSE	FALSE	FALSE			
ION	s8579	Na+		c1	inside		Amount	0		FALSE	FALSE	FALSE			
ION	s8580	Na+		default	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s6986	Ena1		c1	outerSurface		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002447
SIMPLE_MOLECULE	s8916	ADP		c1	innerSurface		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8918	Hal1		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000006209
PROTEIN	s8919	Cad1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002831
PROTEIN	s8920	Cad1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002831
PROTEIN	s8921	Cad1		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002831
GENE	s8922	GPM1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8923	ENO2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8924	YNL134C		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8925	FBA1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8926	YDL124W		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8927	TPI1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8928	FRM2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8929	GPM1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8930	ENO2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8931	YNL134C		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8932	FBA1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8933	YDL124W		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8934	TPI1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8935	FRM2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s6447	Cell wall integrity		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8936	Sir2		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002200
PROTEIN	s8937	Slg1		c1	outerSurface		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005534
PROTEIN	s8938	Mid2		c1	outerSurface		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004324
PROTEIN	s8939	Bni1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005215
PROTEIN	s8940	Bnr1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001421
PROTEIN	s8941	Sec3		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000810
PROTEIN	s8942	Upc2		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002621
COMPLEX	s8943	TORC1		c1	outerSurface	s8943(s8944 s8945 s8946 s8947)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8957	Glc7/Bud14		c1	inside	s8957(s8958 s8959)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8967	Tap42/TORC1		c1	transmembrane	s8967(s8968(s8970 s8971 s8972 s8973) s8969)	Amount	0		FALSE	FALSE	FALSE			
GENE	s6152	GAP1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6154	MEP2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8974	MEP1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8975	MEP3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6174	GLN1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6176	GDH2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s6177	GDH2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s6175	GLN1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8976	MEP3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8977	MEP1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s6155	MEP2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s6153	GAP1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8978	Gln3		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000842
PROTEIN	s8979	Gat1		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001873
