class	id	name	speciesType	compartment	positionToCompartment	included	quantity type	initialQuantity	substanceUnits	hasOnlySubstanceUnits	b.c.	constants
COMPLEX	s8957	Glc7/Bud14		c1	inside	s8957(s8958 s8959)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7965	Gat1/Ure2		c1	inside	s7965(s6317 s8554)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8159	PP2A(Pph22/Tpd3/Rts1)		c1	inside	s8159(s8150 s8151 s8156)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8276	Pph22/Tap42/TORC1		c1	transmembrane	s8276(s8956(s8280 s8281 s8282 s8283) s8279 s8277)	Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9114	Gln3		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9115	Gat1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6152	GAP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6154	MEP2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8974	MEP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8975	MEP3		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6174	GLN1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6176	GDH2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6153	GAP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6155	MEP2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8977	MEP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8976	MEP3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6175	GLN1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6177	GDH2		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8566	Mid2		c1	transmembrane		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9117	Cdc25		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9118	Cyr1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9119	Srv2		c1	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7941	GDP Ras1		c1	inside	s7941(s7806 s37)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7940	GTP Ras1		c1	inside	s7940(s9120 s8780)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7937	GTP Ras2		c1	inside	s7937(s9121 s8783)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7938	GDP Ras2		c1	inside	s7938(s7807 s8781)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7946	Cyr1/Srv2		c1	inside	s7946(s7947 s7948)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s9122	Cyr1/Srv2		c1	inside	s9122(s8784 s8763)	Amount	0		FALSE	FALSE	FALSE
